Order ID,Start Location,End Location,Distance (km),Urgency,Transportation Method,Transportation Cost ($),Fuel Efficiency (km/l),Emissions (gCO2/km)
ORD1524,"Los Angeles, US","Cairo, EG",3488,Low,Ship,69.76,0.17764008914640597,333.4326275162875
ORD1525,"Paris, FR","New York City, US",1979,Low,Plane,39.58,0.4907267162914737,411.44634978880765
ORD1526,"Cairo, EG","Cairo, EG",2807,Low,Ship,56.14,0.4790136112390424,450.71188280420375
ORD1527,"Tokyo, JP","Paris, FR",768,Low,Ship,15.36,0.2250904892979799,175.934734024336
ORD1528,"New York City, US","Cairo, EG",1419,Medium,Train,42.57,0.4750727148052074,477.39969438978306
ORD1529,"London, UK","New York City, US",1637,Low,Ship,32.74,0.18180870425367132,97.51111296704937
ORD1530,"Los Angeles, US","Cairo, EG",1164,Low,Ship,23.28,0.21436791991029672,462.07692044768305
ORD1531,"Los Angeles, US","Paris, FR",3638,Low,Plane,72.76,0.4340333244139579,493.07243309114375
ORD1532,"New York City, US","London, UK",386,Low,Ship,7.72,0.42129368222755403,336.7577977231643
ORD1533,"London, UK","Tokyo, JP",3965,High,Ship,198.25,0.48333066556895865,56.197425561150595
ORD1534,"Paris, FR","Paris, FR",2040,High,Train,102.0,0.31209535375398234,143.47629623565157
ORD1535,"Paris, FR","Los Angeles, US",2356,Medium,Ship,70.67999999999999,0.32915290888221804,162.18154672400058
ORD1536,"Tokyo, JP","New York City, US",3487,Medium,Plane,104.61,0.23001706812257697,259.095116950656
ORD1537,"Los Angeles, US","Los Angeles, US",2676,Low,Plane,53.52,0.46914730979481956,93.20780609977861
ORD1538,"Tokyo, JP","London, UK",3884,Low,Train,77.68,0.3260658549446581,376.10092954075225
ORD1539,"London, UK","London, UK",2181,Low,Ship,43.62,0.30110118844360634,158.36510816533587
ORD1540,"Paris, FR","Los Angeles, US",4325,High,Plane,216.25,0.3749970792879368,129.32078808064804
ORD1541,"London, UK","New York City, US",4767,Medium,Plane,143.01,0.2724814180342201,208.45214253605658
ORD1542,"New York City, US","New York City, US",2259,High,Ship,112.95,0.25226358685723327,60.684412434223574
ORD1543,"New York City, US","Cairo, EG",2191,Low,Plane,43.82,0.43268088187770715,110.85273364310234
ORD1544,"Paris, FR","New York City, US",2612,Medium,Ship,78.36,0.15861398847155034,223.0322665446176
ORD1545,"Paris, FR","London, UK",4729,High,Train,236.45000000000002,0.212246246861775,126.92799762705724
ORD1546,"Los Angeles, US","New York City, US",1401,Medium,Ship,42.03,0.3714273284505606,411.329786091849
ORD1547,"Tokyo, JP","Cairo, EG",1313,High,Plane,65.65,0.2595946582039186,78.00869466465838
ORD1548,"Paris, FR","New York City, US",3074,Medium,Ship,92.22,0.2877107583083033,452.97266994455356
ORD1549,"New York City, US","Los Angeles, US",3644,High,Plane,182.20000000000002,0.3030966721148204,310.3372697825259
ORD1550,"Los Angeles, US","Cairo, EG",3574,Low,Train,71.48,0.3335953304898356,332.4787839109004
ORD1551,"New York City, US","Paris, FR",2084,Low,Plane,41.68,0.3322742885380332,72.13610278676718
ORD1552,"New York City, US","Los Angeles, US",2041,Low,Ship,40.82,0.11552565082542952,413.88812466974804
ORD1553,"Paris, FR","Tokyo, JP",754,High,Ship,37.7,0.3047882704584527,193.3621846654596
ORD1554,"London, UK","Paris, FR",2829,High,Ship,141.45000000000002,0.22807784516806834,406.1760775694452
ORD1555,"Paris, FR","Cairo, EG",3275,Low,Ship,65.5,0.2966686342529874,260.1596015138383
ORD1556,"Los Angeles, US","Paris, FR",2642,High,Train,132.1,0.23894069264425874,360.28955095102367
ORD1557,"Los Angeles, US","New York City, US",2803,High,Train,140.15,0.40236650821949926,462.8974381033254
ORD1558,"Los Angeles, US","London, UK",3678,Low,Train,73.56,0.3221578214193053,172.34909350492387
ORD1559,"Tokyo, JP","London, UK",1722,Medium,Plane,51.66,0.1885324118031218,262.8392945194451
ORD1560,"New York City, US","Los Angeles, US",724,Low,Ship,14.48,0.38597504678892747,162.98450935184943
ORD1561,"London, UK","London, UK",2981,Medium,Train,89.42999999999999,0.24532737423086237,194.7954297632839
ORD1562,"Cairo, EG","Cairo, EG",2848,Low,Train,56.96,0.30819471713100766,168.98396381455677
ORD1563,"London, UK","Tokyo, JP",857,High,Ship,42.85,0.3425565554973549,371.9070696288009
ORD1564,"Paris, FR","New York City, US",1365,Low,Plane,27.3,0.2806210898746785,324.6338605908548
ORD1565,"Cairo, EG","Cairo, EG",4977,High,Plane,248.85000000000002,0.20773372150540795,188.95577198283675
ORD1566,"Los Angeles, US","Tokyo, JP",3119,Medium,Train,93.57,0.16749679477466617,370.8602534382641
ORD1567,"Cairo, EG","Paris, FR",259,Medium,Plane,7.77,0.3284825616900522,53.15927620494528
ORD1568,"Cairo, EG","New York City, US",2642,High,Plane,132.1,0.43302978003108616,483.867934870184
ORD1569,"London, UK","New York City, US",4020,Low,Train,80.4,0.4162376068245851,321.1431750653449
ORD1570,"New York City, US","Paris, FR",4516,Medium,Plane,135.48,0.4015930812241154,172.95890912874307
ORD1571,"Paris, FR","London, UK",2146,Medium,Train,64.38,0.3640691308546947,319.84130356961623
ORD1572,"New York City, US","Tokyo, JP",4369,Low,Train,87.38,0.4234798523552117,63.794336098094995
ORD1573,"Cairo, EG","Cairo, EG",967,Medium,Train,29.009999999999998,0.2904713392984347,357.56320681624027
ORD1574,"New York City, US","New York City, US",535,Medium,Train,16.05,0.15558882703827703,267.61933875930595
ORD1575,"Cairo, EG","Cairo, EG",2191,High,Ship,109.55000000000001,0.22067608063351518,347.03504223629466
ORD1576,"Cairo, EG","New York City, US",159,High,Ship,7.95,0.23364758446686112,407.95391458233286
ORD1577,"Paris, FR","Paris, FR",871,Low,Ship,17.42,0.2644363257366443,389.24595952775127
ORD1578,"Paris, FR","Paris, FR",3844,Medium,Plane,115.32,0.2681067508879665,97.13558719404728
ORD1579,"Tokyo, JP","Tokyo, JP",1741,Low,Train,34.82,0.45461932150478046,445.54379722293527
ORD1580,"Los Angeles, US","Paris, FR",2092,Medium,Plane,62.76,0.3395801821976864,203.9610794709015
ORD1581,"Tokyo, JP","Tokyo, JP",2807,High,Train,140.35,0.3593321671878982,266.27803278081535
ORD1582,"New York City, US","New York City, US",1328,Low,Plane,26.560000000000002,0.49536886383088663,396.54630707635874
ORD1583,"New York City, US","New York City, US",1917,High,Plane,95.85000000000001,0.37217272665415113,84.86027659388121
ORD1584,"London, UK","Cairo, EG",2858,High,Plane,142.9,0.24460300287518658,455.63109812420254
ORD1585,"London, UK","Paris, FR",2053,High,Train,102.65,0.34303303269660335,159.16668576059732
ORD1586,"Paris, FR","New York City, US",498,High,Train,24.900000000000002,0.3850495344675743,62.04379895814995
ORD1587,"Los Angeles, US","London, UK",4679,High,Ship,233.95000000000002,0.450302139891947,177.33400286003678
ORD1588,"Los Angeles, US","Los Angeles, US",2902,Medium,Plane,87.06,0.4879108097946676,244.7295401592632
ORD1589,"Los Angeles, US","Tokyo, JP",1234,Low,Plane,24.68,0.12813439932298876,181.564163467033
ORD1590,"New York City, US","New York City, US",4380,Medium,Ship,131.4,0.4082535978037177,292.34462187777046
ORD1591,"Tokyo, JP","Cairo, EG",1310,Low,Train,26.2,0.3349669134907184,60.83932006425501
ORD1592,"London, UK","Los Angeles, US",765,High,Ship,38.25,0.43294400106979214,469.35209251298716
ORD1593,"New York City, US","London, UK",3759,High,Plane,187.95000000000002,0.1790202584726026,152.68170802357952
ORD1594,"Los Angeles, US","Los Angeles, US",3373,High,Plane,168.65,0.12182737969339721,380.06091119540446
ORD1595,"Tokyo, JP","London, UK",2555,Low,Ship,51.1,0.405596292079457,243.76311627458887
ORD1596,"Cairo, EG","Paris, FR",3709,Medium,Plane,111.27,0.3744071393716293,345.545458158069
ORD1597,"Los Angeles, US","Tokyo, JP",871,High,Plane,43.550000000000004,0.2426675552129158,92.21685875680686
ORD1598,"Cairo, EG","New York City, US",1019,High,Train,50.95,0.49240184857376934,288.6529167145571
ORD1599,"London, UK","New York City, US",3655,Low,Plane,73.10000000000001,0.3757314378063261,491.9014380795747
ORD1600,"Los Angeles, US","Paris, FR",356,Medium,Ship,10.68,0.37099174210542274,400.3119256737947
ORD1601,"London, UK","Cairo, EG",277,Low,Plane,5.54,0.22280511752824098,335.6920494779684
ORD1602,"Los Angeles, US","Paris, FR",1518,Medium,Plane,45.54,0.3858197089512878,460.4845224367235
ORD1603,"Los Angeles, US","New York City, US",2217,Medium,Plane,66.50999999999999,0.4311058766219461,401.7279913883428
ORD1604,"London, UK","Paris, FR",2743,Low,Plane,54.86,0.10703826027695361,372.2703204475492
ORD1605,"New York City, US","New York City, US",4153,Low,Plane,83.06,0.18227016469181093,301.0670078497274
ORD1606,"London, UK","Cairo, EG",4964,Medium,Ship,148.92,0.25357512171350366,224.88028774010183
ORD1607,"Cairo, EG","New York City, US",2012,Medium,Train,60.36,0.45082378305661586,76.4447246778653
ORD1608,"Paris, FR","Tokyo, JP",1089,High,Plane,54.45,0.2297112128684516,160.29984485093786
ORD1609,"New York City, US","Paris, FR",2982,Medium,Train,89.46,0.4060919239520221,297.657581468627
ORD1610,"Tokyo, JP","London, UK",419,High,Ship,20.950000000000003,0.42487445687014114,465.24874533038013
ORD1611,"Los Angeles, US","Tokyo, JP",2902,Low,Plane,58.04,0.2532037360627658,312.7599911557572
ORD1612,"New York City, US","Paris, FR",187,Medium,Plane,5.609999999999999,0.31205975503460504,275.44895374686456
ORD1613,"Tokyo, JP","Los Angeles, US",4399,Medium,Plane,131.97,0.38190016998682186,50.84439997640338
ORD1614,"Paris, FR","Tokyo, JP",3061,Medium,Ship,91.83,0.26975592615988475,74.44155217293927
ORD1615,"Cairo, EG","Tokyo, JP",683,High,Plane,34.15,0.42710441586281356,138.0363601012782
ORD1616,"Los Angeles, US","New York City, US",2652,High,Ship,132.6,0.1159546007132029,128.4273997781563
ORD1617,"London, UK","Paris, FR",354,Medium,Ship,10.62,0.32503074137059373,331.55338799996224
ORD1618,"New York City, US","Tokyo, JP",2423,Low,Train,48.46,0.16849218454141734,371.0288945010421
ORD1619,"Cairo, EG","Tokyo, JP",306,High,Train,15.3,0.14802314793873206,348.8510721952876
ORD1620,"London, UK","London, UK",376,High,Train,18.8,0.45927215425106815,417.4563859674651
ORD1621,"London, UK","Paris, FR",4390,Low,Plane,87.8,0.18047905739020634,440.88614078835343
ORD1622,"Tokyo, JP","Los Angeles, US",4297,Medium,Plane,128.91,0.43658447557773405,289.16779527974404
ORD1623,"Tokyo, JP","Tokyo, JP",4912,Low,Train,98.24000000000001,0.3831551253712028,135.91798231862555
ORD1624,"London, UK","Los Angeles, US",2625,High,Ship,131.25,0.17504388375819688,146.1012261166328
ORD1625,"Cairo, EG","Cairo, EG",4379,Low,Plane,87.58,0.10279526502621526,408.5154701084674
ORD1626,"Los Angeles, US","London, UK",4596,Medium,Plane,137.88,0.1856793804688749,98.27969219457859
ORD1627,"Tokyo, JP","Los Angeles, US",2916,Low,Ship,58.32,0.31931061041741204,72.2878402265106
ORD1628,"Los Angeles, US","London, UK",2199,High,Plane,109.95,0.21550197316996825,383.41798157381186
ORD1629,"Paris, FR","Tokyo, JP",1221,Low,Plane,24.42,0.4386947656613318,233.88595661945567
ORD1630,"Tokyo, JP","Paris, FR",3253,Medium,Plane,97.59,0.1868535930883741,61.21910449254192
ORD1631,"New York City, US","New York City, US",498,High,Train,24.900000000000002,0.3216495794765063,175.2907043766789
ORD1632,"Cairo, EG","Los Angeles, US",483,Medium,Plane,14.49,0.39951578103548346,228.40328353983554
ORD1633,"New York City, US","London, UK",1228,Medium,Ship,36.839999999999996,0.26905464326153006,402.5670471829301
ORD1634,"Tokyo, JP","Cairo, EG",1213,High,Train,60.650000000000006,0.3303475443920997,329.80532329755886
ORD1635,"Tokyo, JP","Paris, FR",4442,Low,Train,88.84,0.3657141241450622,132.80350142191622
ORD1636,"Los Angeles, US","London, UK",165,Medium,Plane,4.95,0.3085873888394368,446.14843040423006
ORD1637,"London, UK","London, UK",768,Low,Plane,15.36,0.19206653967018475,195.44113087112717
ORD1638,"Paris, FR","London, UK",2299,Low,Ship,45.980000000000004,0.39788585787246566,305.8477025860881
ORD1639,"Los Angeles, US","London, UK",1235,Medium,Plane,37.05,0.4145033835848242,85.87647463472024
ORD1640,"New York City, US","New York City, US",3742,Medium,Train,112.25999999999999,0.22620639870166015,237.361290760601
ORD1641,"Los Angeles, US","Cairo, EG",1262,Low,Plane,25.240000000000002,0.4506820405329681,81.24635434108978
ORD1642,"Paris, FR","Paris, FR",4750,Low,Ship,95.0,0.36830609873186293,452.34234622713495
ORD1643,"Tokyo, JP","New York City, US",4974,High,Train,248.70000000000002,0.4810589866922482,403.03069765379763
ORD1644,"Cairo, EG","Paris, FR",1107,Low,Ship,22.14,0.3832124919163925,130.50969782146117
ORD1645,"Paris, FR","Paris, FR",1533,Medium,Train,45.989999999999995,0.4522547745414838,123.83531283433393
ORD1646,"Tokyo, JP","London, UK",1307,Low,Train,26.14,0.40837316763862497,493.3656301495489
ORD1647,"Cairo, EG","Los Angeles, US",2300,High,Ship,115.0,0.4496685998533475,256.95249476002334
ORD1648,"Cairo, EG","Cairo, EG",4675,High,Train,233.75,0.19777113846302147,210.73845437157897
ORD1649,"Los Angeles, US","Paris, FR",2858,Medium,Plane,85.74,0.38568539901716614,159.2623266685082
ORD1650,"Paris, FR","Los Angeles, US",3175,High,Train,158.75,0.15220025720109331,79.13285497813393
ORD1651,"Los Angeles, US","Tokyo, JP",4474,High,Plane,223.70000000000002,0.43321463619821265,491.9591937477853
ORD1652,"Los Angeles, US","Cairo, EG",2438,High,Train,121.9,0.3768039293837919,265.0323214253327
ORD1653,"New York City, US","London, UK",1785,Low,Ship,35.7,0.3878528812368055,366.88693137907325
ORD1654,"New York City, US","Los Angeles, US",978,High,Ship,48.900000000000006,0.16716348423076205,393.4116255541089
ORD1655,"Cairo, EG","Paris, FR",1245,Low,Train,24.900000000000002,0.12175967774587343,257.52176403170245
ORD1656,"Cairo, EG","Tokyo, JP",3812,High,Plane,190.60000000000002,0.25114792588912727,50.65930613489131
ORD1657,"London, UK","Tokyo, JP",3667,Medium,Plane,110.00999999999999,0.3877638861224294,86.2465253707514
ORD1658,"Cairo, EG","London, UK",3253,Medium,Plane,97.59,0.11840406832690929,317.96617754556564
ORD1659,"Los Angeles, US","Tokyo, JP",2053,Low,Plane,41.06,0.22121994720365812,270.23512851794993
ORD1660,"Paris, FR","Cairo, EG",2324,Medium,Train,69.72,0.21690977874586986,271.75166166920127
ORD1661,"New York City, US","Tokyo, JP",318,Medium,Plane,9.54,0.12894641317086453,498.3955012168831
ORD1662,"Los Angeles, US","Los Angeles, US",429,High,Train,21.450000000000003,0.1332615341924943,249.4012195873761
ORD1663,"New York City, US","Los Angeles, US",3616,Medium,Train,108.47999999999999,0.49009773024771,246.11588940662767
ORD1664,"New York City, US","Cairo, EG",1540,High,Train,77.0,0.34959512039136664,453.08963436783904
ORD1665,"London, UK","Los Angeles, US",2299,Medium,Ship,68.97,0.3000913596239324,157.14778451408796
ORD1666,"Paris, FR","Paris, FR",3466,Low,Plane,69.32000000000001,0.2477923790477611,73.05222896167555
ORD1667,"Tokyo, JP","New York City, US",4974,High,Plane,248.70000000000002,0.23677072057941062,206.48871648049928
ORD1668,"Los Angeles, US","Los Angeles, US",2122,Medium,Plane,63.66,0.11982909198503383,186.64633021701985
ORD1669,"New York City, US","Paris, FR",2182,High,Ship,109.10000000000001,0.12528555116516882,63.56231249937734
ORD1670,"New York City, US","Los Angeles, US",3757,High,Train,187.85000000000002,0.1479464109165976,236.90158147376155
ORD1671,"New York City, US","Tokyo, JP",4496,Low,Plane,89.92,0.3205690769383936,348.32185283428
ORD1672,"Los Angeles, US","Los Angeles, US",987,Medium,Ship,29.61,0.366522317304835,97.96378685864457
ORD1673,"London, UK","Cairo, EG",1313,High,Ship,65.65,0.1407337125126667,86.64912630823287
ORD1674,"London, UK","London, UK",3739,Medium,Train,112.17,0.30225410843274225,285.07351297511616
ORD1675,"Cairo, EG","London, UK",2259,Low,Train,45.18,0.11966986614304523,473.3154258982543
ORD1676,"Los Angeles, US","New York City, US",4788,Medium,Ship,143.64,0.16685763383610258,178.56140949655122
ORD1677,"Paris, FR","New York City, US",1524,Low,Ship,30.48,0.38089330375144714,146.5455287969317
ORD1678,"London, UK","Cairo, EG",423,High,Plane,21.150000000000002,0.15969331413721144,462.8515640333592
ORD1679,"New York City, US","New York City, US",3577,Medium,Train,107.31,0.23314968072279046,430.93335911902795
ORD1680,"Tokyo, JP","Tokyo, JP",3955,High,Plane,197.75,0.38184256789100235,165.11065402998662
ORD1681,"Tokyo, JP","New York City, US",2829,Medium,Train,84.86999999999999,0.21288477334629802,294.272096348835
ORD1682,"London, UK","Paris, FR",3467,Low,Plane,69.34,0.2803890726018017,479.1981894950617
ORD1683,"Los Angeles, US","Paris, FR",1793,Low,Ship,35.86,0.48455959123879466,393.1648056684593
ORD1684,"Los Angeles, US","New York City, US",4609,Medium,Ship,138.26999999999998,0.11894602540266015,119.11549083641161
ORD1685,"Paris, FR","Tokyo, JP",2768,High,Plane,138.4,0.1485494835255047,415.57181543035335
ORD1686,"Paris, FR","Cairo, EG",3430,Medium,Ship,102.89999999999999,0.3110645330948496,78.14882970946539
ORD1687,"Los Angeles, US","Cairo, EG",4767,Low,Ship,95.34,0.23929458527403225,494.75070554374946
ORD1688,"Paris, FR","Cairo, EG",1335,Low,Train,26.7,0.34598100638856133,479.662502416053
ORD1689,"London, UK","Tokyo, JP",978,High,Ship,48.900000000000006,0.2910083180753056,236.32629677140554
ORD1690,"Paris, FR","New York City, US",2790,Medium,Ship,83.7,0.17106709647824075,482.524056986941
ORD1691,"Cairo, EG","Paris, FR",1631,Low,Ship,32.62,0.4699037359759789,372.9214895055953
ORD1692,"Los Angeles, US","Cairo, EG",4297,Low,Plane,85.94,0.15322840692093218,450.6586649552238
ORD1693,"New York City, US","London, UK",415,Low,Ship,8.3,0.35987118855391487,436.7208928122111
ORD1694,"Los Angeles, US","Los Angeles, US",1716,Medium,Train,51.48,0.2195098532320059,379.1355449491184
ORD1695,"Paris, FR","Los Angeles, US",2122,High,Train,106.10000000000001,0.2119960826847545,429.51223812573727
ORD1696,"New York City, US","Los Angeles, US",2109,Low,Plane,42.18,0.24143792424215646,142.1440262793031
ORD1697,"Tokyo, JP","Tokyo, JP",356,Low,Train,7.12,0.46168835700719635,434.9148296691854
ORD1698,"Tokyo, JP","New York City, US",4162,Low,Train,83.24,0.4033756308102413,181.28769610869682
ORD1699,"Cairo, EG","New York City, US",4496,Low,Train,89.92,0.1933178865222844,106.12830705241949
ORD1700,"Los Angeles, US","London, UK",3812,High,Plane,190.60000000000002,0.19133030708786547,147.06949450493713
ORD1701,"Paris, FR","New York City, US",3099,Medium,Ship,92.97,0.196178520343113,133.48524509886647
ORD1702,"Paris, FR","Tokyo, JP",3628,High,Train,181.4,0.3424603213934463,482.1137490732817
ORD1703,"Paris, FR","Paris, FR",2998,Medium,Train,89.94,0.3646753944419383,173.39998782616607
ORD1704,"Los Angeles, US","Tokyo, JP",1034,High,Plane,51.7,0.12970890671471916,204.35046933889802
ORD1705,"Cairo, EG","New York City, US",2105,Medium,Plane,63.15,0.46787097124510124,194.21933986792618
ORD1706,"Tokyo, JP","Cairo, EG",1917,High,Train,95.85000000000001,0.3411969982376516,186.77152995705362
ORD1707,"Los Angeles, US","New York City, US",3856,High,Train,192.8,0.15615513994544675,288.00560890054464
ORD1708,"Los Angeles, US","Cairo, EG",1228,Medium,Ship,36.839999999999996,0.33947350970388196,99.09637674559961
ORD1709,"New York City, US","London, UK",4676,Medium,Train,140.28,0.48012512248781014,369.6625729621175
ORD1710,"New York City, US","Tokyo, JP",4325,Medium,Plane,129.75,0.12122809782722857,306.8071419302071
ORD1711,"Los Angeles, US","London, UK",967,Low,Ship,19.34,0.4115652549020046,442.6501957445301
ORD1712,"Paris, FR","New York City, US",147,High,Train,7.3500000000000005,0.423220960979925,374.8121588581504
ORD1713,"New York City, US","Tokyo, JP",1795,Medium,Train,53.85,0.45622832720852746,70.40781259054515
ORD1714,"Tokyo, JP","New York City, US",1177,High,Train,58.85,0.13858634942313489,195.4208841121363
ORD1715,"Tokyo, JP","London, UK",1213,High,Plane,60.650000000000006,0.1982370948501052,393.7960184252731
ORD1716,"Cairo, EG","Los Angeles, US",548,Low,Ship,10.96,0.12973872826451585,211.15950699562865
ORD1717,"London, UK","Paris, FR",861,Low,Train,17.22,0.3018033435588069,343.5974957356685
ORD1718,"London, UK","Cairo, EG",3285,Low,Train,65.7,0.3488962579885654,236.69547367169122
ORD1719,"New York City, US","Tokyo, JP",3539,Medium,Ship,106.17,0.22535045059072628,332.96327978314895
ORD1720,"Paris, FR","Cairo, EG",4922,Low,Ship,98.44,0.4203179230685742,311.11417133994007
ORD1721,"London, UK","Los Angeles, US",2916,Medium,Plane,87.47999999999999,0.443570706723201,130.73098056741293
ORD1722,"New York City, US","London, UK",2743,Low,Train,54.86,0.2578523704966474,432.6224533984542
ORD1723,"Paris, FR","London, UK",4706,Low,Ship,94.12,0.2909130446898032,139.02190261658419
ORD1724,"London, UK","London, UK",283,High,Plane,14.15,0.24021614288781754,347.2870416100973
ORD1725,"Paris, FR","Los Angeles, US",2985,Low,Plane,59.7,0.34712491251162586,429.9881025853577
ORD1726,"Cairo, EG","Paris, FR",4634,High,Ship,231.70000000000002,0.1420667727268471,183.7836291345592
ORD1727,"Los Angeles, US","London, UK",3242,High,Ship,162.10000000000002,0.4596742749343984,271.437057225474
ORD1728,"Cairo, EG","New York City, US",4266,Medium,Train,127.97999999999999,0.17649449066796552,149.87900932044874
ORD1729,"Los Angeles, US","Cairo, EG",1761,Low,Ship,35.22,0.1227549951443331,153.12909768721673
ORD1730,"New York City, US","Los Angeles, US",1618,High,Plane,80.9,0.488945427692727,297.6363746324058
ORD1731,"Cairo, EG","Cairo, EG",3952,Medium,Ship,118.56,0.18505938357330726,486.19697812513346
ORD1732,"New York City, US","Cairo, EG",2696,Medium,Train,80.88,0.15437272465489893,249.2200848621266
ORD1733,"Cairo, EG","Tokyo, JP",754,Low,Train,15.08,0.3022355586723108,326.8767226842985
ORD1734,"Los Angeles, US","London, UK",1263,Medium,Ship,37.89,0.2730714907107744,124.71507609119351
ORD1735,"London, UK","Tokyo, JP",2717,Low,Plane,54.34,0.29164574783604325,412.2410522762695
ORD1736,"Los Angeles, US","New York City, US",583,Low,Plane,11.66,0.3083024612936501,409.55808993363746
ORD1737,"Cairo, EG","London, UK",524,High,Ship,26.200000000000003,0.3343614286821489,186.84373058954557
ORD1738,"London, UK","Los Angeles, US",666,High,Ship,33.300000000000004,0.2434896892273482,393.00667192848556
ORD1739,"London, UK","Tokyo, JP",583,Low,Plane,11.66,0.29573419551473956,340.55540532932866
ORD1740,"Tokyo, JP","Los Angeles, US",2655,Medium,Plane,79.64999999999999,0.2335614249884536,269.18427175748553
ORD1741,"New York City, US","New York City, US",768,Low,Train,15.36,0.22030858730462768,339.9634710994353
ORD1742,"Tokyo, JP","Los Angeles, US",2287,Low,Ship,45.74,0.4067862002626269,434.4679470791055
ORD1743,"Tokyo, JP","Tokyo, JP",1793,Low,Plane,35.86,0.37652996903123503,119.61971326035743
ORD1744,"New York City, US","Tokyo, JP",688,Medium,Ship,20.64,0.3224092344276299,373.4904811460906
ORD1745,"Los Angeles, US","Paris, FR",2114,Medium,Ship,63.419999999999995,0.2650918327024103,75.17680148381663
ORD1746,"Cairo, EG","Cairo, EG",928,Medium,Plane,27.84,0.29057398408703433,278.5379728459022
ORD1747,"New York City, US","New York City, US",2848,High,Ship,142.4,0.4127371847326501,419.10271392038163
ORD1748,"London, UK","London, UK",2848,Medium,Plane,85.44,0.4106815228037919,206.80626049321614
ORD1749,"Tokyo, JP","Paris, FR",1979,Low,Train,39.58,0.4369719442834761,306.63912271894174
ORD1750,"Paris, FR","Paris, FR",1450,High,Plane,72.5,0.46383228834919943,297.33726894430504
ORD1751,"Tokyo, JP","Paris, FR",369,High,Ship,18.45,0.3318294627907352,474.30652512024335
ORD1752,"Los Angeles, US","Tokyo, JP",3111,Low,Ship,62.22,0.18468083427409093,52.048901299991066
ORD1753,"Cairo, EG","New York City, US",2642,High,Ship,132.1,0.4996523265721293,483.186201521155
ORD1754,"New York City, US","Los Angeles, US",3783,Medium,Train,113.49,0.32481789000709926,426.1530224162066
ORD1755,"Los Angeles, US","Cairo, EG",4396,Low,Ship,87.92,0.43639666001485,119.35480796981892
ORD1756,"Paris, FR","Los Angeles, US",3718,Low,Plane,74.36,0.415341662106127,331.514543069562
ORD1757,"Cairo, EG","Paris, FR",3209,Medium,Plane,96.27,0.1895398310949127,277.01539538740815
ORD1758,"London, UK","Los Angeles, US",2810,Medium,Train,84.3,0.17419003519015763,356.8846832763389
ORD1759,"New York City, US","Paris, FR",1502,Medium,Ship,45.059999999999995,0.11350755817478429,364.9082952257458
ORD1760,"London, UK","New York City, US",2307,High,Train,115.35000000000001,0.27419275365504936,317.78206724213317
ORD1761,"Los Angeles, US","Los Angeles, US",2777,Low,Plane,55.54,0.22704556524348513,106.20193879918102
ORD1762,"Cairo, EG","Cairo, EG",3477,Medium,Train,104.31,0.3976988602191016,246.18755130557463
ORD1763,"Cairo, EG","New York City, US",1169,Low,Train,23.38,0.4764474266736497,397.3674349313746
ORD1764,"Cairo, EG","Tokyo, JP",2829,High,Train,141.45000000000002,0.2931863496417082,229.05198846462935
ORD1765,"Cairo, EG","Tokyo, JP",2612,High,Train,130.6,0.3213739151023863,153.68392760065814
ORD1766,"New York City, US","New York City, US",4194,Medium,Ship,125.82,0.17546086592110172,475.85598181504844
ORD1767,"Los Angeles, US","Los Angeles, US",854,High,Train,42.7,0.1700763354583057,138.6467298821945
ORD1768,"Tokyo, JP","Cairo, EG",180,Low,Plane,3.6,0.4008193575037683,368.4007248009181
ORD1769,"Paris, FR","New York City, US",2857,High,Ship,142.85,0.4743994769479496,493.76405408172843
ORD1770,"Tokyo, JP","Los Angeles, US",3638,Medium,Plane,109.14,0.15377029679545193,216.56211038048122
ORD1771,"Los Angeles, US","Cairo, EG",4925,High,Plane,246.25,0.46560984179803777,498.1504626283923
ORD1772,"Paris, FR","New York City, US",2284,Medium,Train,68.52,0.48879557525503736,480.18567679938207
ORD1773,"Tokyo, JP","Tokyo, JP",773,Medium,Plane,23.189999999999998,0.22586844650711224,475.9013490734602
ORD1774,"London, UK","Paris, FR",2558,Low,Train,51.160000000000004,0.4747588793301011,225.13023796443585
ORD1775,"London, UK","Paris, FR",4192,Low,Train,83.84,0.23843984307365937,228.31409111530584
ORD1776,"Los Angeles, US","London, UK",2339,Medium,Ship,70.17,0.20727543780428476,67.65196408777244
ORD1777,"Los Angeles, US","Los Angeles, US",871,High,Ship,43.550000000000004,0.37727830890798,389.72034981828847
ORD1778,"London, UK","Tokyo, JP",4390,High,Plane,219.5,0.1030802104189553,126.75842516737477
ORD1779,"Tokyo, JP","Paris, FR",1884,Medium,Train,56.519999999999996,0.4767016212784799,190.16524802919812
ORD1780,"Tokyo, JP","Los Angeles, US",4629,Low,Ship,92.58,0.22077180802746577,138.96726869334321
ORD1781,"Paris, FR","London, UK",3390,High,Ship,169.5,0.3512082081557575,396.9182139802449
ORD1782,"Los Angeles, US","Tokyo, JP",699,Low,Plane,13.98,0.13577959603483425,396.36958422054323
ORD1783,"London, UK","Los Angeles, US",1920,Low,Ship,38.4,0.24150426118752596,274.7059350060392
ORD1784,"Cairo, EG","New York City, US",4186,High,Ship,209.3,0.28483136362456063,51.28189103840871
ORD1785,"Paris, FR","London, UK",1328,High,Plane,66.4,0.4414607860244656,264.2954400509973
